5.9
7.7
17.1
21.5
24.8
31.2
38.6
1.2
1.10
1.23
1.28
1.32
1.36
1.41
1.43
1.58
2.6
2.8
2.13
2.15
2.20
2.24
2.32
2.33
2.44
2.55
2.57
3.2
3.4
3.15
3.22
3.25
3.27
3.31
3.43
4.21
4.33
4.42
4.48
4.51
4.53
4.59
5.2
5.4
5.7
5.8
5.12
5.13
5.16
5.19
5.21
5.24
5.26
5.29
5.31
5.37
5.40
5.53
6.28
6.41
6.48
6.52
6.59
7.2
7.5
7.10
7.28
7.30
7.44
7.52
7.55
7.57
8.1
8.24
8.27
8.33
8.39
8.43
8.47
8.54
8.56
8.58
9.0
9.2
9.06
9.07
9.10
9.13
9.16
9.21
9.29
9.33
9.36
9.45
9.48
9.53
9.55
